Gene_ID,gene_symbol,gene_type,CTCFBSKO_rep4,CTCFBSKO_rep5,WT_rep4,WT_rep5
ENSMUSG00000032332,Col12a1,protein_coding,10,2,4,0
ENSMUSG00000032330,Cox7a2,protein_coding,68,83,38,48
ENSMUSG00000086918,4930429F24Rik,processed_transcript,0,4,0,0
ENSMUSG00000034898,Filip1,protein_coding,0,9,0,0
ENSMUSG00000093779,Gm20648,processed_pseudogene,0,2,1,2
ENSMUSG00000084917,Gm17477,lincRNA,0,2,4,6
ENSMUSG00000033577,Myo6,protein_coding,2,8,9,12
ENSMUSG00000032343,Impg1,protein_coding,0,0,0,3
ENSMUSG00000099085,Gm8151,processed_pseudogene,0,0,0,4
ENSMUSG00000049511,Htr1b,protein_coding,0,0,0,3
ENSMUSG00000079225,Gm9531,transcribed_processed_pseudogene,2,1,0,1
ENSMUSG00000097241,Gm26907,antisense,0,1,0,0
ENSMUSG00000043289,Mei4,protein_coding,0,4,7,4
ENSMUSG00000066456,Hmgn3,protein_coding,10,7,10,7
ENSMUSG00000102882,Gm2065,TEC,0,3,3,0
ENSMUSG00000104080,Gm38279,TEC,0,0,4,0
ENSMUSG00000032258,Lca5,protein_coding,11,23,20,36
ENSMUSG00000058838,Rps27a-ps2,processed_pseudogene,0,2,2,0
ENSMUSG00000103044,Gm37307,TEC,0,6,1,11
ENSMUSG00000032261,Sh3bgrl2,protein_coding,3,6,13,0
ENSMUSG00000100155,Gm2109,lincRNA,0,0,0,1
ENSMUSG00000032262,Elovl4,protein_coding,0,1,3,0
ENSMUSG00000038379,Ttk,protein_coding,0,1,10,5
ENSMUSG00000032263,Bckdhb,protein_coding,46,20,31,38
ENSMUSG00000077666,Gm26146,snRNA,0,0,0,1
ENSMUSG00000099779,Gm8228,processed_pseudogene,5,0,0,11
ENSMUSG00000101673,Gm28070,processed_pseudogene,0,0,6,0
ENSMUSG00000032265,Fam46a,protein_coding,153,199,110,176
ENSMUSG00000103715,4933431K14Rik,TEC,8,2,10,4
ENSMUSG00000099980,Gm5619,processed_pseudogene,1,3,1,1
ENSMUSG00000032415,Ube2cbp,protein_coding,9,7,9,13
ENSMUSG00000103731,Gm17530,TEC,0,2,0,2
ENSMUSG00000056131,Pgm3,protein_coding,40,57,28,45
ENSMUSG00000032417,Rwdd2a,protein_coding,1,1,1,0
ENSMUSG00000032418,Me1,protein_coding,5,4,4,1
ENSMUSG00000033419,Snap91,protein_coding,0,1,0,0
ENSMUSG00000103891,Gm37941,TEC,0,0,5,0
ENSMUSG00000042761,Mrap2,protein_coding,0,3,0,0
ENSMUSG00000056919,Cep162,protein_coding,103,111,140,171
ENSMUSG00000032420,Nt5e,protein_coding,1,2,0,4
ENSMUSG00000032422,Snx14,protein_coding,67,58,33,30
ENSMUSG00000101335,Gm28229,sense_intronic,0,1,3,5
ENSMUSG00000097195,Snhg5,processed_transcript,73,57,65,134
ENSMUSG00000032425,Zfp949,protein_coding,29,27,34,40
ENSMUSG00000092805,Gm26461,misc_RNA,25,20,21,14
ENSMUSG00000097073,9430037G07Rik,lincRNA,0,0,4,0
ENSMUSG00000103967,Gm38214,TEC,5,0,0,0
ENSMUSG00000102533,Gm37226,TEC,0,0,0,1
ENSMUSG00000079427,Mthfsl,protein_coding,9,22,24,18
ENSMUSG00000074149,Gm10634,antisense,3,0,0,7
ENSMUSG00000099974,Bcl2a1d,protein_coding,7,12,12,1
ENSMUSG00000103165,Gm37560,TEC,0,2,0,0
ENSMUSG00000067399,Trim43c,protein_coding,0,3,0,0
ENSMUSG00000097177,9330159M07Rik,processed_transcript,8,0,0,0
ENSMUSG00000099930,Gm2396,processed_transcript,0,1,0,3
ENSMUSG00000102037,Bcl2a1a,protein_coding,0,1,0,0
ENSMUSG00000074146,4930579C12Rik,lincRNA,0,0,2,0
ENSMUSG00000089929,Bcl2a1b,protein_coding,0,0,1,3
ENSMUSG00000066442,Mthfs,protein_coding,6,8,7,18
ENSMUSG00000103247,Gm38091,TEC,9,11,0,8
ENSMUSG00000039313,AF529169,protein_coding,6,1,0,0
ENSMUSG00000032353,Tmed3,protein_coding,49,39,52,54
ENSMUSG00000100523,Gm29608,processed_pseudogene,0,0,2,0
ENSMUSG00000098627,4930524O08Rik,lincRNA,0,0,5,0
ENSMUSG00000032356,Rasgrf1,protein_coding,0,4,2,2
ENSMUSG00000100060,Gm17944,processed_pseudogene,0,1,0,0
ENSMUSG00000096976,Gm26882,lincRNA,0,0,0,4
ENSMUSG00000032363,Adamts7,protein_coding,1,1,1,0
ENSMUSG00000037410,Tbc1d2b,protein_coding,7,6,7,21
ENSMUSG00000081520,Gm16200,processed_pseudogene,0,1,0,1
ENSMUSG00000065881,Gm22866,snRNA,1,1,0,1
ENSMUSG00000056904,Gm5620,processed_pseudogene,7,5,2,7
ENSMUSG00000104286,Gm37457,TEC,0,0,0,1
ENSMUSG00000032368,Zic1,protein_coding,0,3,0,0
ENSMUSG00000036972,Zic4,protein_coding,0,2,0,0
ENSMUSG00000100341,Gm29478,lincRNA,0,0,2,2
ENSMUSG00000095654,Plscr5,protein_coding,0,1,0,0
ENSMUSG00000032369,Plscr1,protein_coding,6,16,19,11
ENSMUSG00000032372,Plscr2,protein_coding,0,0,2,0
ENSMUSG00000082623,Gm15493,processed_pseudogene,0,1,1,1
ENSMUSG00000032377,Plscr4,protein_coding,4,0,0,4
ENSMUSG00000032374,Plod2,protein_coding,0,4,0,0
ENSMUSG00000101822,Gm29396,processed_pseudogene,6,0,0,1
ENSMUSG00000101734,4933400C23Rik,lincRNA,0,0,6,0
ENSMUSG00000101309,Gm29397,processed_pseudogene,0,0,7,0
ENSMUSG00000101949,Gm5370,processed_pseudogene,0,0,1,0
ENSMUSG00000045414,1190002N15Rik,protein_coding,42,24,32,40
ENSMUSG00000031129,Slc9a9,protein_coding,16,7,8,10
ENSMUSG00000089709,Gm16262,antisense,0,1,0,0
ENSMUSG00000033350,Chst2,protein_coding,0,4,0,0
ENSMUSG00000101281,Gm8449,processed_pseudogene,0,4,0,0
ENSMUSG00000101037,Gm28424,antisense,3,8,2,4
ENSMUSG00000064225,Paqr9,protein_coding,0,1,6,5
ENSMUSG00000100825,Itpa-ps2,processed_pseudogene,2,0,0,0
ENSMUSG00000032839,Trpc1,protein_coding,0,0,1,0
ENSMUSG00000049493,Pls1,protein_coding,0,3,0,2
ENSMUSG00000097777,Gm16794,antisense,2,14,10,9
ENSMUSG00000100931,Gm28085,antisense,1,1,0,13
ENSMUSG00000103507,Gm38375,TEC,3,13,6,11
ENSMUSG00000041440,Gk5,protein_coding,21,10,9,36
ENSMUSG00000032411,Tfdp2,protein_coding,110,99,71,114
ENSMUSG00000103611,Gm37195,TEC,0,3,2,0
ENSMUSG00000032412,Atp1b3,protein_coding,116,189,161,181
ENSMUSG00000056418,BC043934,lincRNA,15,25,17,6
ENSMUSG00000051234,Rnf7,protein_coding,42,36,77,48
ENSMUSG00000099564,Gm28729,lincRNA,0,1,0,0
ENSMUSG00000101615,Gm8495,processed_pseudogene,0,4,0,0
ENSMUSG00000100522,Gm19280,processed_pseudogene,0,0,4,3
ENSMUSG00000102097,A930006L05Rik,antisense,15,6,1,4
ENSMUSG00000101581,C430002N11Rik,processed_transcript,10,3,5,0
ENSMUSG00000100383,Gm28688,processed_pseudogene,0,0,0,3
ENSMUSG00000043587,Pxylp1,protein_coding,3,3,1,7
ENSMUSG00000062933,Gm10123,processed_pseudogene,16,4,0,3
ENSMUSG00000101209,Gm8524,processed_pseudogene,0,0,1,2
ENSMUSG00000085541,Gm16010,antisense,0,3,2,0
ENSMUSG00000101365,Gm19325,lincRNA,0,0,7,4
ENSMUSG00000097258,Gm26767,lincRNA,1,2,7,12
ENSMUSG00000032449,Slc25a36,protein_coding,128,139,132,224
ENSMUSG00000084911,Gm16185,antisense,18,20,3,23
ENSMUSG00000101502,Rpl7a-ps10,processed_pseudogene,15,6,6,7
ENSMUSG00000032452,Clstn2,protein_coding,0,0,3,0
ENSMUSG00000032456,Nmnat3,protein_coding,34,25,32,18
ENSMUSG00000101452,Gm28530,processed_pseudogene,21,26,8,14
ENSMUSG00000046402,Rbp1,protein_coding,0,2,0,0
ENSMUSG00000103579,Gm37113,TEC,0,1,0,0
ENSMUSG00000051074,4930579K19Rik,processed_transcript,0,0,0,2
ENSMUSG00000032459,Mrps22,protein_coding,86,73,50,82
ENSMUSG00000102861,Gm37637,antisense,11,5,10,9
ENSMUSG00000102013,E330023G01Rik,lincRNA,0,1,3,0
ENSMUSG00000103949,Gm38226,TEC,0,0,0,1
ENSMUSG00000100839,Gm5920,processed_pseudogene,0,1,0,3
ENSMUSG00000074123,7420426K07Rik,protein_coding,0,0,1,0
ENSMUSG00000101240,Gm28266,processed_pseudogene,0,0,0,1
ENSMUSG00000032463,Faim,protein_coding,134,135,124,135
ENSMUSG00000044860,Gm1123,protein_coding,1,1,4,4
ENSMUSG00000032462,Pik3cb,protein_coding,1,1,10,8
ENSMUSG00000103638,Gm38327,TEC,0,0,10,0
ENSMUSG00000056267,Cep70,protein_coding,5,37,30,34
ENSMUSG00000100281,4930422M22Rik,antisense,0,1,5,7
ENSMUSG00000103857,Gm37249,TEC,0,0,1,1
ENSMUSG00000037681,Esyt3,protein_coding,0,4,2,0
ENSMUSG00000032470,Mras,protein_coding,0,0,0,9
ENSMUSG00000046242,Nme9,transcribed_unprocessed_pseudogene,2,3,0,0
ENSMUSG00000032468,Armc8,protein_coding,138,184,194,181
ENSMUSG00000032469,Dbr1,protein_coding,40,69,73,108
ENSMUSG00000037784,Dzip1l,protein_coding,0,1,2,1
ENSMUSG00000053747,Sox14,protein_coding,0,0,1,0
ENSMUSG00000077495,Gm23594,snoRNA,0,0,1,0
ENSMUSG00000099631,Gm8641,processed_pseudogene,0,0,0,1
ENSMUSG00000101042,Gm28167,lincRNA,0,0,3,0
ENSMUSG00000101287,Gm28166,lincRNA,0,0,2,0
ENSMUSG00000044244,Il20rb,protein_coding,0,4,5,7
ENSMUSG00000032475,Nck1,protein_coding,156,165,183,202
ENSMUSG00000100176,Gm28586,sense_intronic,0,4,0,0
ENSMUSG00000070287,Slc35g2,protein_coding,0,3,2,5
ENSMUSG00000103657,Gm37204,TEC,0,8,0,0
ENSMUSG00000104272,Gm38297,TEC,0,1,0,0
ENSMUSG00000103624,Gm3081,TEC,3,15,1,4
ENSMUSG00000032527,Pccb,protein_coding,89,41,34,42
ENSMUSG00000104383,Gm37553,TEC,15,6,6,8
ENSMUSG00000043154,Ppp2r3a,protein_coding,12,43,16,37
ENSMUSG00000104392,Gm37962,TEC,0,1,3,8
ENSMUSG00000103672,Gm37621,TEC,0,3,0,10
ENSMUSG00000104061,Gm37953,TEC,0,1,0,1
ENSMUSG00000102452,Gm38344,TEC,0,2,0,0
ENSMUSG00000104094,Gm37314,TEC,0,1,0,0
ENSMUSG00000101941,Gm28979,lincRNA,0,0,6,0
ENSMUSG00000100807,Gm29521,processed_transcript,0,0,3,0
ENSMUSG00000032537,Ephb1,protein_coding,0,1,0,0
ENSMUSG00000104041,Gm37562,TEC,0,2,1,0
ENSMUSG00000101648,Gm29388,sense_intronic,0,3,0,0
ENSMUSG00000102963,Gm37945,TEC,0,0,0,1
ENSMUSG00000088138,Gm22894,snRNA,0,4,0,0
ENSMUSG00000035606,Ky,protein_coding,1,0,0,1
ENSMUSG00000101563,Gm7364,processed_pseudogene,0,2,0,0
ENSMUSG00000032534,Cep63,protein_coding,125,175,190,209
ENSMUSG00000035048,Anapc13,protein_coding,43,39,45,54
ENSMUSG00000032531,Amotl2,protein_coding,0,1,4,0
ENSMUSG00000032547,Ryk,protein_coding,0,3,0,3
ENSMUSG00000032548,Slco2a1,protein_coding,1,5,0,6
ENSMUSG00000077438,Gm22595,snoRNA,0,0,0,2
ENSMUSG00000032549,Rab6b,protein_coding,1,31,35,27
ENSMUSG00000102461,Gm37166,TEC,13,2,0,6
ENSMUSG00000032553,Srprb,protein_coding,88,65,19,40
ENSMUSG00000033688,1300017J02Rik,protein_coding,0,5,3,0
ENSMUSG00000086236,5830418P13Rik,processed_transcript,3,1,12,3
ENSMUSG00000032556,Bfsp2,protein_coding,26,8,10,24
ENSMUSG00000102727,Gm37938,TEC,0,7,3,6
ENSMUSG00000042757,Tmem108,protein_coding,25,36,18,26
ENSMUSG00000102257,Gm37649,TEC,0,1,0,0
ENSMUSG00000099616,4932413F04Rik,antisense,0,1,0,0
ENSMUSG00000102441,Gm38032,TEC,0,1,0,0
ENSMUSG00000100266,Gm5372,processed_pseudogene,0,0,0,1
ENSMUSG00000099722,Gm29154,lincRNA,3,0,0,0
ENSMUSG00000032558,Nphp3,protein_coding,11,21,26,22
ENSMUSG00000103062,Gm37200,TEC,0,1,0,0
ENSMUSG00000032557,Uba5,protein_coding,102,89,98,106
ENSMUSG00000104268,Gm37750,TEC,0,1,0,0
ENSMUSG00000090150,Acad11,protein_coding,24,34,36,42
ENSMUSG00000079355,Ackr4,protein_coding,10,3,3,0
ENSMUSG00000099773,Hmgb1-rs16,processed_pseudogene,7,3,1,6
ENSMUSG00000104040,Gm37563,TEC,3,10,2,8
ENSMUSG00000032561,Acpp,protein_coding,13,3,3,24
ENSMUSG00000102183,Gm37188,TEC,0,4,0,0
ENSMUSG00000032564,Cpne4,protein_coding,0,5,1,0
ENSMUSG00000032563,Mrpl3,protein_coding,197,198,115,168
ENSMUSG00000104344,Gm38077,TEC,21,24,35,32
ENSMUSG00000032565,Nudt16,protein_coding,55,69,48,46
ENSMUSG00000035032,Nek11,protein_coding,0,0,4,0
ENSMUSG00000032567,Aste1,protein_coding,45,50,51,40
ENSMUSG00000099373,Gm19667,antisense,10,4,8,1
ENSMUSG00000084659,Gm22720,snRNA,0,3,0,0
ENSMUSG00000043719,Col6a6,protein_coding,7,5,10,3
ENSMUSG00000091345,Col6a5,protein_coding,1,0,1,4
ENSMUSG00000032572,Col6a4,protein_coding,0,8,7,0
ENSMUSG00000086296,D030055H07Rik,antisense,0,1,3,1
ENSMUSG00000020258,Glyctk,protein_coding,8,7,14,13
ENSMUSG00000065440,Mirlet7g,miRNA,0,0,0,9
ENSMUSG00000032786,Alas1,protein_coding,68,91,89,105
ENSMUSG00000097592,4930500F10Rik,antisense,0,0,2,0
ENSMUSG00000023345,Poc1a,protein_coding,6,17,6,11
ENSMUSG00000099879,Gm29123,antisense,0,1,1,0
ENSMUSG00000023262,Acy1,protein_coding,53,32,35,35
ENSMUSG00000042210,Abhd14a,protein_coding,8,5,6,12
ENSMUSG00000042073,Abhd14b,protein_coding,22,7,8,5
ENSMUSG00000023495,Pcbp4,protein_coding,5,5,3,6
ENSMUSG00000091735,Gpr62,protein_coding,0,1,0,2
ENSMUSG00000041506,Rrp9,protein_coding,131,149,182,124
ENSMUSG00000040813,Tex264,protein_coding,44,46,55,67
ENSMUSG00000032575,Manf,protein_coding,125,122,119,133
ENSMUSG00000103835,Gm37612,sense_intronic,0,1,0,5
ENSMUSG00000090207,4930524O07Rik,antisense,7,0,5,3
ENSMUSG00000039716,Dock3,protein_coding,0,2,0,6
ENSMUSG00000091669,Gm17117,processed_pseudogene,0,2,0,0
ENSMUSG00000032577,Mapkapk3,protein_coding,57,96,90,124
ENSMUSG00000091366,Gm17040,transcribed_processed_pseudogene,0,0,2,1
ENSMUSG00000032578,Cish,protein_coding,0,2,0,1
ENSMUSG00000032579,Hemk1,protein_coding,16,38,44,40
ENSMUSG00000037977,6430571L13Rik,protein_coding,0,0,7,3
ENSMUSG00000010066,Cacna2d2,protein_coding,3,3,1,0
ENSMUSG00000091425,Gm17118,antisense,0,0,1,0
ENSMUSG00000010045,Tmem115,protein_coding,51,54,56,60
ENSMUSG00000037190,Cyb561d2,protein_coding,34,41,19,46
ENSMUSG00000010057,Nprl2,protein_coding,51,86,73,75
ENSMUSG00000010044,Zmynd10,protein_coding,0,5,2,5
ENSMUSG00000010067,Rassf1,protein_coding,50,70,66,61
ENSMUSG00000097099,Gm9917,antisense,4,3,6,4
ENSMUSG00000010054,Tusc2,protein_coding,46,39,54,43
ENSMUSG00000010047,Hyal2,protein_coding,22,10,7,11
ENSMUSG00000010051,Hyal1,protein_coding,1,2,2,2
ENSMUSG00000079334,Nat6,protein_coding,30,19,26,15
ENSMUSG00000036091,Hyal3,protein_coding,0,2,1,0
ENSMUSG00000010048,Ifrd2,protein_coding,93,73,70,93
ENSMUSG00000103409,Lsmem2,lincRNA,0,1,2,1
ENSMUSG00000103164,Gm38150,lincRNA,4,0,0,0
ENSMUSG00000057969,Sema3b,protein_coding,0,10,3,3
ENSMUSG00000102324,Gm19721,TEC,24,24,2,20
ENSMUSG00000010064,Slc38a3,protein_coding,0,2,0,3
ENSMUSG00000034837,Gnat1,protein_coding,0,1,0,0
ENSMUSG00000034684,Sema3f,protein_coding,0,0,3,0
ENSMUSG00000102899,Gm37850,antisense,6,5,16,6
ENSMUSG00000102670,Gm37436,TEC,0,2,9,2
ENSMUSG00000032583,Mon1a,protein_coding,23,80,70,57
ENSMUSG00000032584,Mst1r,protein_coding,10,4,6,1
ENSMUSG00000032936,Camkv,protein_coding,0,1,5,0
ENSMUSG00000032586,Traip,protein_coding,10,13,9,19
ENSMUSG00000042106,Fam212a,protein_coding,41,26,14,15
ENSMUSG00000032595,Cdhr4,protein_coding,0,2,1,0
ENSMUSG00000093619,4930535L15Rik,antisense,0,0,1,1
ENSMUSG00000102540,Gm38134,antisense,0,2,0,4
ENSMUSG00000070284,Gmppb,protein_coding,95,46,64,60
ENSMUSG00000032593,Amigo3,protein_coding,18,27,19,57
ENSMUSG00000032591,Mst1,protein_coding,18,15,11,7
ENSMUSG00000032589,Bsn,protein_coding,10,14,3,1
ENSMUSG00000103466,Gm37247,TEC,0,2,0,0
ENSMUSG00000039952,Dag1,protein_coding,171,119,112,138
ENSMUSG00000032606,Nicn1,protein_coding,16,13,25,19
ENSMUSG00000032607,Amt,protein_coding,11,12,5,8
ENSMUSG00000039461,Tcta,protein_coding,38,17,36,32
ENSMUSG00000102554,Gm37568,processed_pseudogene,4,6,9,7
ENSMUSG00000104280,Rps2-ps11,processed_pseudogene,0,2,1,4
ENSMUSG00000104399,Gm37963,sense_intronic,3,12,12,9
ENSMUSG00000032611,1700102P08Rik,protein_coding,4,7,1,12
ENSMUSG00000047220,Ccdc36,protein_coding,0,1,0,5
ENSMUSG00000032609,Klhdc8b,protein_coding,4,10,12,17
ENSMUSG00000049305,Ccdc71,protein_coding,138,128,137,137
ENSMUSG00000052911,Lamb2,protein_coding,0,8,1,1
ENSMUSG00000103621,Gm38366,TEC,0,4,8,3
ENSMUSG00000103970,Gm37678,TEC,0,2,0,5
ENSMUSG00000070283,Ndufaf3,protein_coding,26,41,27,47
ENSMUSG00000103103,4833445I07Rik,lincRNA,1,10,6,8
ENSMUSG00000019039,Dalrd3,protein_coding,32,93,74,105
ENSMUSG00000066357,Wdr6,protein_coding,123,139,171,215
ENSMUSG00000006675,P4htm,protein_coding,6,3,0,6
ENSMUSG00000102770,Gm38163,sense_intronic,0,0,0,2
ENSMUSG00000032602,Slc25a20,protein_coding,48,50,39,99
ENSMUSG00000032601,Prkar2a,protein_coding,32,34,31,34
ENSMUSG00000032599,Ip6k2,protein_coding,112,154,168,212
ENSMUSG00000088626,Gm23034,snoRNA,0,0,0,3
ENSMUSG00000032598,Nckipsd,protein_coding,50,77,64,74
ENSMUSG00000103785,Gm35025,processed_transcript,0,1,0,0
ENSMUSG00000023473,Celsr3,protein_coding,0,3,14,3
ENSMUSG00000023259,Slc26a6,protein_coding,14,23,14,30
ENSMUSG00000103754,Gm37284,TEC,0,0,2,0
ENSMUSG00000025650,Col7a1,protein_coding,3,14,12,7
ENSMUSG00000049699,Ucn2,protein_coding,0,0,1,0
ENSMUSG00000103811,Gm38004,lincRNA,0,1,0,0
ENSMUSG00000025648,Pfkfb4,protein_coding,61,79,90,74
ENSMUSG00000105383,Trex1,protein_coding,2,6,2,6
ENSMUSG00000025646,Atrip,protein_coding,3,7,9,16
ENSMUSG00000091537,Tma7,protein_coding,78,98,128,124
ENSMUSG00000025645,Ccdc51,protein_coding,21,21,28,21
ENSMUSG00000053646,Plxnb1,protein_coding,0,6,13,4
ENSMUSG00000047237,Fbxw21,protein_coding,0,2,0,0
ENSMUSG00000049314,Fbxw13,protein_coding,5,10,3,0
ENSMUSG00000105589,Fbxw14,protein_coding,0,1,4,0
ENSMUSG00000106134,RP23-62L19.5,antisense,0,1,0,1
ENSMUSG00000074061,Fbxw19,protein_coding,5,0,0,6
ENSMUSG00000104572,RP24-187P11.4,transcribed_unprocessed_pseudogene,0,1,0,0
ENSMUSG00000062275,Fbxw24,protein_coding,0,0,1,0
ENSMUSG00000094992,Fbxw25,protein_coding,0,1,0,0
ENSMUSG00000104614,RP23-357H5.5,lincRNA,0,1,0,0
ENSMUSG00000050074,Spink8,protein_coding,0,2,0,4
ENSMUSG00000070282,3000002C10Rik,transcribed_processed_pseudogene,2,4,4,6
ENSMUSG00000032478,Nme6,protein_coding,19,13,4,25
ENSMUSG00000038357,Camp,protein_coding,4,5,2,2
ENSMUSG00000032477,Cdc25a,protein_coding,56,39,76,53
ENSMUSG00000106208,RP24-421E18.8,processed_pseudogene,26,3,4,4
ENSMUSG00000105856,RP24-421E18.10,antisense,1,0,0,0
ENSMUSG00000105230,RP24-421E18.5,TEC,2,0,2,0
ENSMUSG00000105962,RP24-421E18.7,TEC,4,1,2,1
ENSMUSG00000032482,Cspg5,protein_coding,8,1,2,2
ENSMUSG00000054836,Elp6,protein_coding,3,20,21,7
ENSMUSG00000106123,RP24-330A11.12,TEC,0,1,0,0
ENSMUSG00000032485,Scap,protein_coding,113,170,149,191
ENSMUSG00000091102,5830462I19Rik,TEC,0,2,4,6
ENSMUSG00000032484,Ngp,protein_coding,30,14,9,52
ENSMUSG00000032489,Kif9,protein_coding,13,29,33,48
ENSMUSG00000104983,RP24-363K20.7,TEC,5,21,2,13
ENSMUSG00000032491,Nradd,protein_coding,7,3,5,0
ENSMUSG00000056724,Nbeal2,protein_coding,169,154,152,221
ENSMUSG00000099275,Mir8107,miRNA,0,0,0,1
ENSMUSG00000019659,Ccdc12,protein_coding,103,101,128,128
ENSMUSG00000104945,RP24-179L19.2,antisense,7,8,0,4
ENSMUSG00000032492,Pth1r,protein_coding,5,2,0,0
ENSMUSG00000044664,Prss42,protein_coding,0,0,1,1
ENSMUSG00000058398,Prss43,protein_coding,8,0,0,1
ENSMUSG00000048752,Prss50,protein_coding,0,5,0,0
ENSMUSG00000044037,Als2cl,protein_coding,0,0,0,5
ENSMUSG00000032494,Tdgf1,protein_coding,0,0,6,0
ENSMUSG00000032496,Ltf,protein_coding,3,26,7,48
ENSMUSG00000104654,RP24-166N8.9,TEC,0,0,0,2
ENSMUSG00000043953,Ccrl2,protein_coding,14,2,2,10
ENSMUSG00000032497,Lrrfip2,protein_coding,76,147,85,172
ENSMUSG00000032498,Mlh1,protein_coding,70,140,119,156
ENSMUSG00000062296,Trank1,protein_coding,0,0,0,2
ENSMUSG00000105592,RP23-361O11.4,TEC,0,0,3,0
ENSMUSG00000032500,Dclk3,protein_coding,0,0,1,0
ENSMUSG00000032502,Stac,protein_coding,0,2,0,2
ENSMUSG00000077156,n-R5s90,rRNA,0,0,1,0
ENSMUSG00000032503,Arpp21,protein_coding,0,1,1,3
ENSMUSG00000087038,2900079G21Rik,lincRNA,0,0,0,1
ENSMUSG00000033392,Clasp2,protein_coding,132,194,157,224
ENSMUSG00000032507,Fbxl2,protein_coding,15,8,8,4
ENSMUSG00000086596,Susd5,protein_coding,0,0,1,1
ENSMUSG00000053820,Bcl2a1c,protein_coding,0,2,2,1
ENSMUSG00000074039,4930520O04Rik,processed_transcript,0,1,1,1
ENSMUSG00000032431,Crtap,protein_coding,8,28,14,9
ENSMUSG00000045594,Glb1,protein_coding,47,44,39,75
ENSMUSG00000079260,Tmppe,protein_coding,87,85,128,152
ENSMUSG00000047898,Ccr4,protein_coding,0,0,10,0
ENSMUSG00000079259,Trim71,protein_coding,0,0,0,1
ENSMUSG00000087925,Gm23232,snRNA,0,2,0,0
ENSMUSG00000032436,Cmtm7,protein_coding,134,147,139,184
ENSMUSG00000052724,Gm9888,antisense,19,17,8,24
ENSMUSG00000041012,Cmtm8,protein_coding,4,2,6,11
ENSMUSG00000050621,Rps27rt,protein_coding,11,10,13,8
ENSMUSG00000074034,Gm5921,processed_pseudogene,0,1,1,2
ENSMUSG00000080848,Gm9385,processed_pseudogene,2,2,0,1
ENSMUSG00000039607,Rbms3,protein_coding,2,0,0,3
ENSMUSG00000032443,Zcwpw2,transcribed_unprocessed_pseudogene,0,2,0,1
ENSMUSG00000039163,Cmc1,protein_coding,17,19,26,26
ENSMUSG00000097402,Gm17399,lincRNA,1,0,0,0
ENSMUSG00000032446,Eomes,protein_coding,0,4,4,1
ENSMUSG00000039115,Itga9,protein_coding,10,10,10,14
ENSMUSG00000066270,Gm10157,processed_pseudogene,2,3,2,3
ENSMUSG00000038775,Vill,protein_coding,8,5,13,12
ENSMUSG00000010660,Plcd1,protein_coding,0,0,0,1
ENSMUSG00000038060,Dlec1,protein_coding,0,1,0,0
ENSMUSG00000010651,Acaa1b,protein_coding,0,0,1,0
ENSMUSG00000074029,Gm10608,protein_coding,0,0,2,0
ENSMUSG00000070280,Slc22a14,protein_coding,0,0,0,1
ENSMUSG00000092212,Slc22a13b-ps,polymorphic_pseudogene,0,0,0,1
ENSMUSG00000032508,Myd88,protein_coding,83,87,78,129
ENSMUSG00000036138,Acaa1a,protein_coding,133,108,145,148
ENSMUSG00000035769,Xylb,protein_coding,0,2,0,0
ENSMUSG00000042787,Exog,protein_coding,50,62,52,54
ENSMUSG00000032511,Scn5a,protein_coding,4,5,14,5
ENSMUSG00000034533,Scn10a,protein_coding,0,0,7,0
ENSMUSG00000034115,Scn11a,protein_coding,0,0,9,2
ENSMUSG00000097223,Gm2449,lincRNA,0,0,7,3
ENSMUSG00000052336,Cx3cr1,protein_coding,0,0,0,1
ENSMUSG00000032513,Gorasp1,protein_coding,23,20,39,43
ENSMUSG00000032514,Ttc21a,protein_coding,0,6,3,2
ENSMUSG00000079243,Xirp1,protein_coding,0,0,1,0
ENSMUSG00000032519,Slc25a38,protein_coding,100,66,92,98
ENSMUSG00000065041,Gm24044,snoRNA,127,110,75,75
ENSMUSG00000064380,Gm26448,snoRNA,131,160,167,129
ENSMUSG00000064925,Snora62,snoRNA,13,36,17,26
ENSMUSG00000032517,Mobp,protein_coding,0,2,0,0
ENSMUSG00000041794,Myrip,protein_coding,0,0,0,2
ENSMUSG00000083772,Gm15566,processed_pseudogene,0,3,0,1
ENSMUSG00000006941,Eif1b,protein_coding,127,116,95,141
ENSMUSG00000041608,Entpd3,protein_coding,0,0,4,1
ENSMUSG00000052658,5830454E08Rik,protein_coding,1,11,2,11
ENSMUSG00000064397,Gm23624,misc_RNA,4,1,0,0
ENSMUSG00000086365,4930593C16Rik,antisense,0,0,7,0
ENSMUSG00000040936,Ulk4,protein_coding,3,6,9,7
ENSMUSG00000032532,Cck,protein_coding,0,0,3,0
ENSMUSG00000032528,Vipr1,protein_coding,0,7,15,13
ENSMUSG00000061536,Sec22c,protein_coding,54,56,58,59
ENSMUSG00000032526,Deb1,protein_coding,8,15,27,18
ENSMUSG00000097820,E530011L22Rik,TEC,1,9,2,5
ENSMUSG00000013419,Zfp651,protein_coding,7,1,0,1
ENSMUSG00000038412,Higd1a,protein_coding,28,18,26,39
ENSMUSG00000044534,Ackr2,protein_coding,15,22,15,16
ENSMUSG00000050445,Cyp8b1,protein_coding,0,3,3,3
ENSMUSG00000043773,1700048O20Rik,protein_coding,12,3,5,2
ENSMUSG00000038233,Fam198a,protein_coding,0,4,2,0
