Gene_ID,gene_symbol,gene_type,CTCFBSKO_rep4,CTCFBSKO_rep5,WT_rep4,WT_rep5
ENSMUSG00000094158,Gm23264,snRNA,0,1,0,0
ENSMUSG00000024101,Wash1,protein_coding,162,137,182,158
ENSMUSG00000035842,Ddx11,protein_coding,100,99,105,133
ENSMUSG00000052105,Mtcl1,protein_coding,1,0,4,2
ENSMUSG00000093686,Gm4705,processed_pseudogene,0,1,1,1
ENSMUSG00000023460,Rab12,protein_coding,77,97,78,115
ENSMUSG00000024105,Themis3,protein_coding,0,1,0,0
ENSMUSG00000033278,Ptprm,protein_coding,3,2,1,3
ENSMUSG00000032796,Lama1,protein_coding,0,3,2,0
ENSMUSG00000024043,Arhgap28,protein_coding,0,1,0,3
ENSMUSG00000041565,L3mbtl4,protein_coding,0,4,4,3
ENSMUSG00000024044,Epb4.1l3,protein_coding,12,4,5,1
ENSMUSG00000100572,2410021H03Rik,antisense,0,0,0,4
ENSMUSG00000049672,Zbtb14,protein_coding,78,68,70,134
ENSMUSG00000073374,C030034I22Rik,lincRNA,11,12,10,17
ENSMUSG00000091636,A330050F15Rik,protein_coding,0,2,0,1
ENSMUSG00000003279,Dlgap1,protein_coding,0,4,6,3
ENSMUSG00000097282,5031415H12Rik,lincRNA,0,3,6,0
ENSMUSG00000093622,Gm20703,antisense,2,1,0,1
ENSMUSG00000093514,Gm28727,antisense,4,6,2,5
ENSMUSG00000080468,Mir1195,miRNA,0,2,0,0
ENSMUSG00000097154,Gm26510,lincRNA,4,7,10,10
ENSMUSG00000100865,Gm9320,transcribed_processed_pseudogene,1,4,7,12
ENSMUSG00000097625,Gm26561,lincRNA,0,1,2,2
ENSMUSG00000066983,Gm16519,protein_coding,0,0,2,0
ENSMUSG00000024049,Myom1,protein_coding,0,0,13,0
ENSMUSG00000024052,Lpin2,protein_coding,132,181,145,241
ENSMUSG00000024053,Emilin2,protein_coding,4,6,1,10
ENSMUSG00000102863,Gm37639,TEC,4,14,3,19
ENSMUSG00000103558,Gm38220,TEC,6,5,4,3
ENSMUSG00000091831,Gm4707,protein_coding,9,22,19,23
ENSMUSG00000024056,Ndc80,protein_coding,71,67,64,84
ENSMUSG00000089105,Gm23115,rRNA,0,0,1,0
ENSMUSG00000079356,Mettl4-ps1,transcribed_unprocessed_pseudogene,3,0,0,11
ENSMUSG00000085492,Trmt61b,processed_transcript,25,28,31,14
ENSMUSG00000093289,Snord92,snoRNA,3,1,3,0
ENSMUSG00000092887,Snord53,snoRNA,1,1,10,0
ENSMUSG00000092713,Gm22858,snoRNA,1,2,0,2
ENSMUSG00000044375,BC027072,protein_coding,0,0,0,2
ENSMUSG00000024059,Clip4,protein_coding,0,0,0,1
ENSMUSG00000055471,Alk,protein_coding,0,2,2,4
ENSMUSG00000054469,Lclat1,protein_coding,63,76,85,74
ENSMUSG00000081492,Gm9311,processed_pseudogene,0,1,4,4
ENSMUSG00000043705,Capn13,protein_coding,0,1,7,1
ENSMUSG00000024064,Galnt14,protein_coding,2,4,13,2
ENSMUSG00000024065,Ehd3,protein_coding,83,36,42,68
ENSMUSG00000024066,Xdh,protein_coding,2,8,6,17
ENSMUSG00000058704,Memo1,protein_coding,52,56,53,91
ENSMUSG00000024067,Dpy30,protein_coding,53,92,79,83
ENSMUSG00000024068,Spast,protein_coding,206,156,165,173
ENSMUSG00000024069,Slc30a6,protein_coding,34,41,28,28
ENSMUSG00000039193,Nlrc4,protein_coding,146,150,118,180
ENSMUSG00000024072,Yipf4,protein_coding,134,54,121,151
ENSMUSG00000097546,Gm26749,lincRNA,0,1,1,4
ENSMUSG00000024078,Ttc27,protein_coding,81,87,120,111
ENSMUSG00000001870,Ltbp1,protein_coding,0,0,3,1
ENSMUSG00000084025,Gm6276,processed_pseudogene,0,0,0,2
ENSMUSG00000002017,Fam98a,protein_coding,58,109,76,131
ENSMUSG00000024074,Crim1,protein_coding,40,16,26,37
ENSMUSG00000056121,Fez2,protein_coding,17,50,36,85
ENSMUSG00000061062,Gm10093,protein_coding,19,9,12,13
ENSMUSG00000024076,Vit,protein_coding,0,3,4,0
ENSMUSG00000050668,Gpatch11,protein_coding,100,129,119,176
ENSMUSG00000091549,Gm6548,processed_pseudogene,21,35,50,55
ENSMUSG00000024079,Eif2ak2,protein_coding,131,103,96,121
ENSMUSG00000097567,Gm26637,lincRNA,2,0,0,2
ENSMUSG00000038045,Sult6b1,protein_coding,5,1,3,7
ENSMUSG00000062691,Cebpzos,protein_coding,1,8,9,6
ENSMUSG00000024082,Ndufaf7,protein_coding,49,35,27,34
ENSMUSG00000098114,Gm26957,processed_pseudogene,0,0,0,3
ENSMUSG00000024084,Qpct,protein_coding,0,0,4,0
ENSMUSG00000036533,Cdc42ep3,protein_coding,25,23,42,39
ENSMUSG00000097791,Gm17315,lincRNA,0,3,1,1
ENSMUSG00000036368,Rmdn2,protein_coding,16,6,4,7
ENSMUSG00000059811,Atl2,protein_coding,190,151,125,200
ENSMUSG00000024095,Hnrnpll,protein_coding,1,0,4,6
ENSMUSG00000035473,Galm,protein_coding,4,3,0,4
ENSMUSG00000088453,Gm25706,misc_RNA,1,0,0,0
ENSMUSG00000055760,Gemin6,protein_coding,8,14,27,27
ENSMUSG00000045257,Morn2,protein_coding,1,4,0,0
ENSMUSG00000054901,Arhgef33,protein_coding,0,2,1,1
ENSMUSG00000033966,Cdkl4,protein_coding,0,10,1,3
ENSMUSG00000024242,Map4k3,protein_coding,63,49,30,60
ENSMUSG00000071040,Gm9386,processed_pseudogene,1,0,0,0
ENSMUSG00000024246,Thumpd2,protein_coding,29,48,26,45
ENSMUSG00000054640,Slc8a1,protein_coding,1,0,0,0
ENSMUSG00000024247,Pkdcc,protein_coding,0,0,0,5
ENSMUSG00000088410,Gm24240,snoRNA,0,1,2,0
ENSMUSG00000094256,Rpl21-ps7,processed_pseudogene,1,3,8,1
ENSMUSG00000097254,C430042M11Rik,lincRNA,31,17,29,7
ENSMUSG00000103015,Gm37549,TEC,0,0,2,0
ENSMUSG00000065732,Gm24492,snRNA,4,0,0,0
ENSMUSG00000096415,Gm24722,snRNA,0,2,0,0
ENSMUSG00000024253,Dync2li1,protein_coding,4,1,0,0
ENSMUSG00000040505,Abcg5,protein_coding,0,0,0,1
ENSMUSG00000024254,Abcg8,protein_coding,0,1,0,0
ENSMUSG00000097047,1110020A21Rik,lincRNA,13,0,1,3
ENSMUSG00000061130,Ppm1b,protein_coding,110,186,181,188
ENSMUSG00000024131,Slc3a1,protein_coding,0,5,3,0
ENSMUSG00000024127,Prepl,protein_coding,68,65,67,99
ENSMUSG00000071037,Camkmt,protein_coding,4,23,24,33
ENSMUSG00000097803,Rpl31-ps16,processed_pseudogene,0,0,0,3
ENSMUSG00000093460,Six3os1,processed_transcript,2,0,2,0
ENSMUSG00000038805,Six3,protein_coding,0,0,1,0
ENSMUSG00000024134,Six2,protein_coding,0,0,2,0
ENSMUSG00000024135,Srbd1,protein_coding,90,94,109,115
ENSMUSG00000071036,Gm10309,protein_coding,6,3,2,13
ENSMUSG00000024140,Epas1,protein_coding,6,0,7,0
ENSMUSG00000024143,Rhoq,protein_coding,158,176,157,225
ENSMUSG00000024145,Pigf,protein_coding,6,8,1,10
ENSMUSG00000024146,Cript,protein_coding,40,50,52,62
ENSMUSG00000071035,Gm5499,processed_pseudogene,1,3,4,7
ENSMUSG00000037104,Socs5,protein_coding,133,122,85,153
ENSMUSG00000024150,Mcfd2,protein_coding,68,101,43,126
ENSMUSG00000085287,4833418N02Rik,lincRNA,4,13,22,7
ENSMUSG00000089701,Gm15978,antisense,0,17,8,1
ENSMUSG00000089755,0610012D04Rik,antisense,0,8,4,8
ENSMUSG00000036557,1700011E24Rik,protein_coding,0,0,0,3
ENSMUSG00000045394,Epcam,protein_coding,6,4,7,38
ENSMUSG00000024151,Msh2,protein_coding,84,171,182,189
ENSMUSG00000050138,Kcnk12,protein_coding,0,0,3,1
ENSMUSG00000093922,Rpl36-ps4,protein_coding,0,1,0,0
ENSMUSG00000058869,Gm4832,transcribed_processed_pseudogene,3,1,1,4
ENSMUSG00000095624,Gm23947,snRNA,0,1,0,0
ENSMUSG00000103075,Gm38109,TEC,0,7,0,2
ENSMUSG00000033855,Ston1,protein_coding,1,0,7,7
ENSMUSG00000032937,Fshr,protein_coding,0,0,1,0
ENSMUSG00000024109,Nrxn1,protein_coding,0,5,2,4
ENSMUSG00000093716,Gm19815,processed_pseudogene,1,0,0,2
ENSMUSG00000090160,4930480K15Rik,processed_transcript,5,0,0,0
ENSMUSG00000055660,Mettl4,protein_coding,74,87,109,117
ENSMUSG00000098090,2700099C18Rik,transcribed_unprocessed_pseudogene,1,6,16,16
ENSMUSG00000066057,Gm1976,lincRNA,4,4,8,10
ENSMUSG00000088591,Gm23964,rRNA,0,0,0,1
ENSMUSG00000097460,Gm26734,lincRNA,0,4,0,0
ENSMUSG00000065658,Gm23102,snRNA,5,0,0,0
ENSMUSG00000095193,Gm20939,protein_coding,6,7,2,2
ENSMUSG00000063889,Crem,protein_coding,19,19,106,174
ENSMUSG00000097746,Gm6225,lincRNA,9,11,2,4
ENSMUSG00000024231,Cul2,protein_coding,104,85,87,167
ENSMUSG00000024232,Bambi,protein_coding,8,11,32,56
ENSMUSG00000024233,Lyzl1,protein_coding,0,1,0,0
ENSMUSG00000073647,Gm10557,pseudogene,18,11,25,18
ENSMUSG00000097641,Gm26865,lincRNA,10,5,10,17
ENSMUSG00000024234,Mtpap,protein_coding,96,67,68,97
ENSMUSG00000033960,9430020K01Rik,protein_coding,0,9,15,3
ENSMUSG00000050945,Zfp438,protein_coding,34,21,36,26
ENSMUSG00000063087,Gm10125,processed_transcript,2,3,14,6
ENSMUSG00000103138,Gm2238,TEC,4,2,2,3
ENSMUSG00000090078,Gm16147,processed_pseudogene,0,1,0,0
ENSMUSG00000080543,Gm22709,miRNA,4,0,0,0
ENSMUSG00000041225,Arhgap12,protein_coding,152,164,140,199
ENSMUSG00000073640,Rpl27-ps3,protein_coding,2,1,0,3
ENSMUSG00000095614,Gm6291,processed_pseudogene,0,2,0,0
ENSMUSG00000101320,Gm28529,antisense,9,12,4,15
ENSMUSG00000073639,Rab18,protein_coding,126,115,112,122
ENSMUSG00000061013,Mkx,protein_coding,2,1,1,0
ENSMUSG00000061802,Armc4,protein_coding,0,1,0,0
ENSMUSG00000057440,Mpp7,protein_coding,15,22,21,21
ENSMUSG00000064822,Gm24292,snRNA,0,1,0,0
ENSMUSG00000091019,Gm7502,processed_pseudogene,0,0,1,3
ENSMUSG00000050996,Cetn1,protein_coding,0,1,0,0
ENSMUSG00000047879,Usp14,protein_coding,52,93,102,106
ENSMUSG00000058567,Gm2531,pseudogene,0,9,4,10
ENSMUSG00000095616,Gm26244,snRNA,3,3,0,1
ENSMUSG00000042942,Greb1l,protein_coding,20,27,25,16
ENSMUSG00000002477,Snrpd1,protein_coding,100,94,90,74
ENSMUSG00000002475,Abhd3,protein_coding,0,3,0,1
ENSMUSG00000024294,Mib1,protein_coding,122,171,118,195
ENSMUSG00000087816,Gm25116,snoRNA,0,2,0,0
ENSMUSG00000095438,Gm21747,antisense,0,0,0,2
ENSMUSG00000065399,Mir133a-1,miRNA,0,0,0,3
ENSMUSG00000041238,Rbbp8,protein_coding,104,118,129,167
ENSMUSG00000040957,Cables1,protein_coding,5,10,11,5
ENSMUSG00000049411,Tmem241,protein_coding,20,30,35,72
ENSMUSG00000024413,Npc1,protein_coding,110,118,93,95
ENSMUSG00000086935,Gm15956,antisense,0,6,1,0
ENSMUSG00000082051,Gm16072,processed_pseudogene,2,0,5,1
ENSMUSG00000024421,Lama3,protein_coding,10,1,2,1
ENSMUSG00000099663,Gm29201,processed_pseudogene,0,1,0,1
ENSMUSG00000100090,Gm29199,processed_pseudogene,0,1,8,0
ENSMUSG00000024424,Ttc39c,protein_coding,0,3,1,3
ENSMUSG00000024430,Cabyr,protein_coding,0,4,0,0
ENSMUSG00000083332,Gm7599,processed_pseudogene,0,0,0,2
ENSMUSG00000044252,Osbpl1a,protein_coding,6,3,1,15
ENSMUSG00000080866,Gm5687,processed_pseudogene,5,1,2,3
ENSMUSG00000089129,Gm26407,misc_RNA,0,1,3,2
ENSMUSG00000024423,Impact,protein_coding,24,40,50,83
ENSMUSG00000024420,Zfp521,protein_coding,0,1,0,4
ENSMUSG00000055795,Gm5160,protein_coding,2,0,0,1
ENSMUSG00000053740,Gm6457,processed_pseudogene,0,1,0,7
ENSMUSG00000094306,Gm24924,snRNA,0,4,1,1
ENSMUSG00000036743,Psma8,protein_coding,0,0,0,5
ENSMUSG00000054321,Taf4b,protein_coding,75,72,84,128
ENSMUSG00000036225,Kctd1,protein_coding,17,45,46,59
ENSMUSG00000071867,Gm6304,processed_pseudogene,2,0,0,0
ENSMUSG00000024411,Aqp4,protein_coding,0,2,2,0
ENSMUSG00000058064,Gm10036,protein_coding,16,11,7,12
ENSMUSG00000043223,Gm4835,processed_pseudogene,5,1,1,4
ENSMUSG00000063628,Gm7665,processed_pseudogene,0,1,0,0
ENSMUSG00000024304,Cdh2,protein_coding,0,1,3,0
ENSMUSG00000087170,1700001G01Rik,lincRNA,0,2,0,0
ENSMUSG00000059898,Dsc3,protein_coding,0,0,1,4
ENSMUSG00000024331,Dsc2,protein_coding,0,1,0,0
ENSMUSG00000044322,Dsc1,protein_coding,0,0,1,2
ENSMUSG00000034774,Dsg1c,protein_coding,0,1,2,1
ENSMUSG00000069441,Dsg1a,protein_coding,0,6,0,0
ENSMUSG00000061928,Dsg1b,protein_coding,1,0,5,0
ENSMUSG00000001804,Dsg4,protein_coding,0,3,0,0
ENSMUSG00000056632,Dsg3,protein_coding,0,3,0,0
ENSMUSG00000044393,Dsg2,protein_coding,0,3,0,2
ENSMUSG00000056124,B4galt6,protein_coding,0,0,10,1
ENSMUSG00000088549,Gm24959,snRNA,2,5,2,3
ENSMUSG00000033107,Rnf125,protein_coding,2,3,2,17
ENSMUSG00000024317,Rnf138,protein_coding,92,98,157,160
ENSMUSG00000024313,Mep1b,protein_coding,0,1,3,0
ENSMUSG00000062962,Gm6378,processed_pseudogene,5,0,1,0
ENSMUSG00000042680,Garem,protein_coding,0,3,0,2
ENSMUSG00000096341,Gm22886,snRNA,0,0,0,1
ENSMUSG00000042514,Klhl14,protein_coding,102,124,88,146
ENSMUSG00000043168,4930426D05Rik,antisense,44,96,58,93
ENSMUSG00000024306,Ccdc178,protein_coding,0,0,1,0
ENSMUSG00000041923,Nol4,protein_coding,0,0,4,0
ENSMUSG00000024302,Dtna,protein_coding,0,1,0,0
ENSMUSG00000063281,Zfp35,protein_coding,121,128,139,117
ENSMUSG00000051469,Zfp191,protein_coding,196,110,165,148
ENSMUSG00000047989,Ino80c,protein_coding,80,94,72,133
ENSMUSG00000091363,Gm7701,processed_pseudogene,13,8,2,1
ENSMUSG00000024273,2700062C07Rik,protein_coding,17,25,12,26
ENSMUSG00000040446,Rprd1a,protein_coding,55,76,56,82
ENSMUSG00000024270,Slc39a6,protein_coding,89,108,85,163
ENSMUSG00000039616,Mocos,protein_coding,3,2,0,0
ENSMUSG00000034295,Fhod3,protein_coding,1,0,0,0
ENSMUSG00000024269,Tpgs2,protein_coding,52,28,30,44
ENSMUSG00000033632,AW554918,protein_coding,68,79,115,108
ENSMUSG00000024268,Celf4,protein_coding,0,3,2,0
ENSMUSG00000084537,Gm25845,misc_RNA,0,0,0,2
ENSMUSG00000087121,Gm7847,processed_pseudogene,0,0,0,6
ENSMUSG00000046636,Gm7729,unprocessed_pseudogene,6,5,1,7
ENSMUSG00000091785,Rpl29-ps5,processed_pseudogene,5,0,4,2
ENSMUSG00000088126,Gm22870,snoRNA,0,1,0,0
ENSMUSG00000055771,Gm7936,processed_pseudogene,0,1,1,0
ENSMUSG00000024259,Slc25a46,protein_coding,105,115,110,147
ENSMUSG00000041915,Ammecr1l,protein_coding,82,113,64,99
ENSMUSG00000097748,Gm26533,lincRNA,2,5,0,0
ENSMUSG00000024258,Polr2d,protein_coding,55,61,33,51
ENSMUSG00000091561,Gm6665,protein_coding,0,1,1,3
ENSMUSG00000096926,Gm26823,lincRNA,7,8,6,12
ENSMUSG00000044982,Sft2d3,protein_coding,22,22,29,33
ENSMUSG00000024395,Lims2,protein_coding,0,1,0,0
ENSMUSG00000024388,Myo7b,protein_coding,0,1,1,5
ENSMUSG00000024386,Proc,protein_coding,0,0,4,0
ENSMUSG00000097363,Gm26717,lincRNA,0,2,0,0
ENSMUSG00000097413,A830052D11Rik,lincRNA,0,7,0,0
ENSMUSG00000090523,Gypc,protein_coding,76,83,81,83
ENSMUSG00000097553,4930455D15Rik,lincRNA,2,0,0,0
ENSMUSG00000095233,Gm26378,snRNA,0,0,1,0
ENSMUSG00000038299,Wdr36,protein_coding,127,157,130,191
ENSMUSG00000098252,Mir6361,miRNA,0,0,0,2
ENSMUSG00000097710,2310026I22Rik,lincRNA,0,4,0,0
ENSMUSG00000038128,Camk4,protein_coding,2,1,4,12
ENSMUSG00000088077,Gm22814,snRNA,0,0,2,0
ENSMUSG00000024378,Stard4,protein_coding,47,80,64,99
ENSMUSG00000042834,Nrep,protein_coding,0,0,0,1
ENSMUSG00000087590,Epb4.1l4aos,lincRNA,44,26,27,41
ENSMUSG00000092819,Gm23639,snoRNA,31,32,31,27
ENSMUSG00000024376,Epb4.1l4a,protein_coding,1,3,12,13
ENSMUSG00000077263,Gm24432,snoRNA,0,2,0,0
ENSMUSG00000073607,Gm10548,transcribed_processed_pseudogene,22,18,17,15
ENSMUSG00000014504,Srp19,protein_coding,71,86,137,84
ENSMUSG00000014503,Pkd2l2,protein_coding,20,17,20,21
ENSMUSG00000049357,4933408B17Rik,protein_coding,3,4,3,2
ENSMUSG00000003779,Kif20a,protein_coding,5,12,11,9
ENSMUSG00000024370,Cdc23,protein_coding,124,130,139,175
ENSMUSG00000044201,Cdc25c,protein_coding,1,0,0,4
ENSMUSG00000078240,Gm3550,protein_coding,2,8,17,21
ENSMUSG00000097507,Gm26538,lincRNA,23,19,10,9
ENSMUSG00000038555,Reep2,protein_coding,9,15,9,15
ENSMUSG00000089239,Gm22200,snoRNA,0,7,0,0
ENSMUSG00000065904,Gm26109,snoRNA,0,4,0,0
ENSMUSG00000037815,Ctnna1,protein_coding,146,159,148,200
ENSMUSG00000071862,Lrrtm2,protein_coding,0,0,1,2
ENSMUSG00000024357,Sil1,protein_coding,42,71,27,50
ENSMUSG00000062742,Gm5239,protein_coding,1,4,4,1
ENSMUSG00000097769,Snhg4,processed_transcript,45,22,23,36
ENSMUSG00000099703,Gm28285,protein_coding,6,2,3,0
ENSMUSG00000102496,Gm36989,TEC,6,11,7,16
ENSMUSG00000024354,Slc23a1,protein_coding,4,11,21,20
ENSMUSG00000073600,Prob1,protein_coding,4,10,4,20
ENSMUSG00000024352,Spata24,protein_coding,21,18,34,14
ENSMUSG00000024350,Dnajc18,protein_coding,70,90,46,84
ENSMUSG00000073598,1700066B19Rik,protein_coding,3,0,1,0
ENSMUSG00000073599,Ecscr,protein_coding,0,0,1,0
ENSMUSG00000100320,Gm29417,antisense,1,4,3,3
ENSMUSG00000024347,Psd2,protein_coding,0,0,0,1
ENSMUSG00000060275,Nrg2,protein_coding,0,0,7,11
ENSMUSG00000046727,Cystm1,protein_coding,3,0,4,7
ENSMUSG00000024346,Pfdn1,protein_coding,53,79,81,94
ENSMUSG00000024486,Hbegf,protein_coding,0,0,6,0
ENSMUSG00000024485,Slc4a9,protein_coding,0,2,0,3
ENSMUSG00000085172,Gm6542,processed_pseudogene,4,0,4,13
ENSMUSG00000090264,Eif4ebp3,protein_coding,7,1,0,1
ENSMUSG00000033272,Slc35a4,protein_coding,148,126,77,184
ENSMUSG00000044719,E230025N22Rik,protein_coding,3,1,1,0
ENSMUSG00000051439,Cd14,protein_coding,9,0,0,1
ENSMUSG00000006850,Tmco6,protein_coding,73,75,70,72
ENSMUSG00000014294,Ndufa2,protein_coding,153,119,137,152
ENSMUSG00000042660,Wdr55,protein_coding,57,99,117,65
ENSMUSG00000044595,Dnd1,protein_coding,2,6,5,3
ENSMUSG00000001380,Hars,protein_coding,148,173,111,192
ENSMUSG00000019143,Hars2,protein_coding,103,169,125,182
ENSMUSG00000065145,Vaultrc5,misc_RNA,16,18,20,10
ENSMUSG00000063514,Gm6756,processed_pseudogene,0,0,0,2
ENSMUSG00000103255,Pcdhac1,protein_coding,1,0,3,0
ENSMUSG00000097430,Gm10544,processed_transcript,0,1,7,0
ENSMUSG00000051663,Pcdhb1,protein_coding,0,0,5,0
ENSMUSG00000051599,Pcdhb2,protein_coding,0,2,0,0
ENSMUSG00000045498,Pcdhb3,protein_coding,0,2,4,0
ENSMUSG00000045689,Pcdhb4,protein_coding,0,0,0,7
ENSMUSG00000051678,Pcdhb6,protein_coding,0,0,0,3
ENSMUSG00000045876,Pcdhb8,protein_coding,0,0,0,1
ENSMUSG00000045657,Pcdhb10,protein_coding,5,0,0,0
ENSMUSG00000051486,Pcdhb11,protein_coding,0,0,0,3
ENSMUSG00000047910,Pcdhb16,protein_coding,0,0,1,0
ENSMUSG00000073591,Pcdhb22,protein_coding,0,0,0,5
ENSMUSG00000050304,Slc25a2,protein_coding,0,6,7,2
ENSMUSG00000073590,3222401L13Rik,lincRNA,0,0,5,0
ENSMUSG00000103144,Pcdhga1,protein_coding,0,0,6,0
ENSMUSG00000103332,Pcdhga2,protein_coding,8,1,0,0
ENSMUSG00000104346,Pcdhga3,protein_coding,1,1,2,0
ENSMUSG00000103037,Pcdhgb1,protein_coding,0,2,0,0
ENSMUSG00000102748,Pcdhgb2,protein_coding,2,2,0,0
ENSMUSG00000103567,Pcdhga5,protein_coding,0,1,2,3
ENSMUSG00000103793,Pcdhga6,protein_coding,0,1,5,0
ENSMUSG00000103585,Pcdhgb4,protein_coding,0,1,0,1
ENSMUSG00000103749,Pcdhgb5,protein_coding,0,1,0,9
ENSMUSG00000102440,Pcdhga9,protein_coding,0,2,0,2
ENSMUSG00000103088,Pcdhgb6,protein_coding,4,2,2,1
ENSMUSG00000097330,Gm26672,processed_transcript,2,0,0,0
ENSMUSG00000104063,Pcdhgb7,protein_coding,7,0,0,0
ENSMUSG00000103081,Pcdhgb8,polymorphic_pseudogene,0,3,3,2
ENSMUSG00000102428,Pcdhga12,protein_coding,5,5,0,4
ENSMUSG00000023036,Pcdhga8,protein_coding,1,0,1,1
ENSMUSG00000102713,Gm29994,antisense,0,2,0,0
ENSMUSG00000024454,Hdac3,protein_coding,157,166,133,194
ENSMUSG00000044024,Rell2,protein_coding,3,0,3,8
ENSMUSG00000038524,Fchsd1,protein_coding,31,89,49,59
ENSMUSG00000024451,Arap3,protein_coding,0,0,9,3
ENSMUSG00000098297,Mir6980,miRNA,0,1,0,0
ENSMUSG00000051375,Pcdh1,protein_coding,0,2,0,0
ENSMUSG00000097080,1700086O06Rik,lincRNA,6,7,2,3
ENSMUSG00000066475,Gm10268,processed_pseudogene,7,5,2,5
ENSMUSG00000024442,0610009O20Rik,protein_coding,132,98,91,149
ENSMUSG00000060450,Rnf14,protein_coding,177,184,140,207
ENSMUSG00000089296,Gm23205,snRNA,0,3,0,1
ENSMUSG00000052102,Gnpda1,protein_coding,65,43,35,91
ENSMUSG00000024427,Spry4,protein_coding,0,3,4,0
ENSMUSG00000081773,Gm8302,processed_pseudogene,0,1,1,0
ENSMUSG00000036585,Fgf1,protein_coding,0,0,0,6
ENSMUSG00000086991,Gm15334,antisense,11,12,6,4
ENSMUSG00000086312,Gm15336,antisense,6,8,4,5
ENSMUSG00000082287,Gm15333,processed_pseudogene,0,5,2,2
ENSMUSG00000085289,Gm15337,antisense,11,14,11,27
ENSMUSG00000024487,Yipf5,protein_coding,45,61,42,85
ENSMUSG00000051401,Kctd16,protein_coding,0,0,1,0
ENSMUSG00000056671,Prelid2,protein_coding,0,2,3,0
ENSMUSG00000073574,Grxcr2,protein_coding,0,0,4,2
ENSMUSG00000057719,Sh3rf2,protein_coding,0,0,0,1
ENSMUSG00000096699,Rps19-ps4,processed_pseudogene,0,2,0,0
ENSMUSG00000024497,Pou4f3,protein_coding,0,1,0,4
ENSMUSG00000056849,Gm16415,processed_pseudogene,0,1,3,1
ENSMUSG00000099024,Gm27457,misc_RNA,0,0,0,2
ENSMUSG00000042816,Gpr151,protein_coding,1,5,0,4
ENSMUSG00000024500,Ppp2r2b,protein_coding,0,2,8,0
ENSMUSG00000048188,Gm8181,processed_pseudogene,0,0,4,0
ENSMUSG00000039954,Stk32a,protein_coding,0,2,0,0
ENSMUSG00000024501,Dpysl3,protein_coding,0,4,5,2
ENSMUSG00000043424,Eif3j2,protein_coding,26,4,6,3
ENSMUSG00000024502,Jakmip2,protein_coding,0,0,2,0
ENSMUSG00000071858,Gm94,protein_coding,0,0,1,0
ENSMUSG00000055095,Spink6,protein_coding,0,0,3,0
ENSMUSG00000024471,Myot,protein_coding,0,1,5,0
ENSMUSG00000071856,Mcc,protein_coding,0,11,10,4
ENSMUSG00000097610,A930012L18Rik,antisense,0,1,1,0
ENSMUSG00000107325,RP23-342A15.2,lincRNA,0,0,0,5
ENSMUSG00000034653,Ythdc2,protein_coding,101,181,159,162
ENSMUSG00000054477,Kcnn2,protein_coding,4,0,4,0
ENSMUSG00000098284,A330093E20Rik,antisense,0,4,0,0
ENSMUSG00000104009,Gm38337,TEC,0,0,2,0
ENSMUSG00000033949,Trim36,protein_coding,55,24,28,40
ENSMUSG00000103616,1700018A14Rik,TEC,0,1,0,0
ENSMUSG00000024477,Pggt1b,protein_coding,89,75,76,77
ENSMUSG00000071855,Ccdc112,protein_coding,10,25,20,15
ENSMUSG00000046487,Mospd4,processed_pseudogene,0,0,2,0
ENSMUSG00000056130,Ticam2,protein_coding,12,13,12,34
ENSMUSG00000057561,Eif1a,protein_coding,120,111,90,161
ENSMUSG00000033022,Cdo1,protein_coding,4,0,11,4
ENSMUSG00000032905,Atg12,protein_coding,107,92,126,196
ENSMUSG00000024480,Ap3s1,protein_coding,16,15,20,8
ENSMUSG00000073568,Arl14epl,protein_coding,8,3,0,0
ENSMUSG00000042705,Commd10,protein_coding,43,52,35,60
ENSMUSG00000019647,Sema6a,protein_coding,0,0,1,1
ENSMUSG00000059040,Eno1b,protein_coding,6,10,9,9
ENSMUSG00000097965,Gm5839,processed_pseudogene,0,4,0,0
ENSMUSG00000100297,1700044K03Rik,lincRNA,0,3,0,0
ENSMUSG00000024505,Dtwd2,protein_coding,27,20,34,45
ENSMUSG00000087020,Gm16283,processed_transcript,10,15,10,4
ENSMUSG00000100134,1700065O20Rik,lincRNA,0,0,3,0
ENSMUSG00000086600,C030005K06Rik,processed_transcript,3,7,3,3
ENSMUSG00000024507,Hsd17b4,protein_coding,130,91,104,122
ENSMUSG00000085939,Cd63-ps,transcribed_processed_pseudogene,0,0,1,0
ENSMUSG00000035420,Fam170a,protein_coding,0,0,0,1
ENSMUSG00000024528,Srfbp1,protein_coding,90,71,86,82
ENSMUSG00000098000,Gm27026,processed_pseudogene,0,2,8,4
ENSMUSG00000024529,Lox,protein_coding,2,8,3,0
ENSMUSG00000046886,Zfp474,protein_coding,0,0,5,0
ENSMUSG00000053624,Gykl1,protein_coding,0,0,0,1
ENSMUSG00000024534,Sncaip,protein_coding,0,2,0,0
ENSMUSG00000024538,Ppic,protein_coding,0,0,1,0
ENSMUSG00000069378,Prdm6,protein_coding,0,0,5,0
ENSMUSG00000069376,Gm5507,processed_pseudogene,8,0,0,1
ENSMUSG00000096982,Redrum,lincRNA,0,0,0,4
ENSMUSG00000097707,Gm26742,lincRNA,34,43,8,21
ENSMUSG00000096948,Gm4221,lincRNA,1,3,2,6
ENSMUSG00000092702,Gm24514,misc_RNA,53,51,50,47
